Date,Deaths
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-22,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,1
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,17
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-23,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,1
2020-01-24,1
2020-01-24,0
2020-01-24,0
2020-01-24,24
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-24,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,1
2020-01-25,1
2020-01-25,0
2020-01-25,0
2020-01-25,40
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-25,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,1
2020-01-26,1
2020-01-26,1
2020-01-26,0
2020-01-26,52
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,1
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-26,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,1
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,1
2020-01-27,1
2020-01-27,1
2020-01-27,1
2020-01-27,0
2020-01-27,76
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,1
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
2020-01-27,0
